,Frame name,Datetime,Fork name,Disc.,Sizes,date,Frame code,Fork code,RefreshTimeUTC
456,SEMPRE,2012-01-31 00:00:00,SEMPRE,RD,FN38,47 - 61 (7),31.01.2012,BIAN-SEM-RD,2020-06-24 20:42:04
457,INFINITO,2012-01-19 00:00:00,INFINITO,RD,FF35,47 - 61 (7),19.01.2012,BIAN-INFI-RD,2020-06-24 20:42:04
458,OLTREOLTRE XR,2012-01-18 00:00:00,OLTREOLTRE XR,RD,FF0053,47 - 61 (7),18.01.2012,BIAN-OLT-RD,2020-06-24 20:42:04
459,ZERO7  ZERO9,2012-01-05 00:00:00,RD,ZERO7 / ZERO9,46 - 59 (8),05.01.2012,WIL-ZERO-RD,WIL-ZERO-RD,2020-06-24 20:42:04
460,IMPULSO,2012-01-03 00:00:00,IMPULSO,RD,FN11,44 - 63 (10),03.01.2012,BIAN-IMP-RD,2020-06-24 20:42:04
461,21.12.2011,2011-12-21 00:00:00,TT,T4,FK37,51 - 58 (4),21.12.2011,CERV-T4-TR,2020-06-24 20:42:04
462,Raleigh Militis,2011-12-19 00:00:00,Raleigh Militis,RD,Raleigh,500 - 620 (6),19.12.2011,RAL-MILI-RD,2020-06-24 20:42:04
463,Gigadrive,2011-12-09 00:00:00,Gigadrive,RD,FK-M-04,50 - 62 (6),09.12.2011,CENT-GIGA-RD,2020-06-24 20:42:04
464,09.12.2011,2011-12-09 00:00:00,RD,SCULTURA SL,FK-M-04,XXS - XL (8),09.12.2011,MERI-SCSL-RD,2020-06-24 20:42:04
465,Roubaix,2011-12-05 00:00:00,Roubaix,RD,Roubaix,49 - 61 (8),05.12.2011,SPE-RBX-RD,2020-06-24 20:42:04
466,ULTIMAX,2011-11-30 00:00:00,ULTIMAX,RD,ULTIMAX,S - XXL (5),30.11.2011,JORB-ULMX-RD,2020-06-24 20:42:04
467,24.11.2011,2011-11-24 00:00:00,RD,695,HSC7,XS - XXL (6),24.11.2011,LOOK-695-RD,2020-06-24 20:42:04
468,18.11.2011,2011-11-18 00:00:00,TT,Track One,Track One,"49, 51, 54",18.11.2011,PRIN-TTO-TT,2020-06-24 20:42:04
469,14.11.2011,2011-11-14 00:00:00,RD,RIS9,RIS9,430 - 550 (5),14.11.2011,BSC-RIS9-RD,2020-06-24 20:42:04
470,09.11.2011,2011-11-09 00:00:00,RD,Ultravox RS-1,Ultravox RS-1 /fk,465 - 590 (6),09.11.2011,SCT-UVOX-RD,2020-06-24 20:42:04
471,Cyclo Cross Carbon,2011-11-09 00:00:00,Cyclo Cross Carbon,CX,Cyclo Cross Carbon,48 - 61 (5),09.11.2011,CENT-CCC-CX,2020-06-24 20:42:04
472,08.11.2011,2011-11-08 00:00:00,CX,X85,Fork X85,S - XL (4),08.11.2011,LOOK-X85-CX,2020-06-24 20:42:04
473,Granfondo 01,2011-11-08 00:00:00,Granfondo 01,Granfondo RD,48 - 61 (6),08.11.2011,BMC-GF01-RD,BMC-GF-RD,2020-06-24 20:42:04
474,Granfondo 02,2011-11-07 00:00:00,Granfondo 02,Granfondo RD,48 - 61 (6),07.11.2011,BMC-GF02-RD,BMC-GF-RD,2020-06-24 20:42:04
475,28.10.2011,2011-10-28 00:00:00, , , , , ,MERI-REAC-RD,2020-06-24 20:42:04
476,Megadrive Carbon,2011-10-28 00:00:00,Megadrive Carbon,RD,EGM-FK-03,50 - 62 (6),28.10.2011,CENT-MEGA-RD,2020-06-24 20:42:04
477,19.10.2011,2011-10-19 00:00:00,TR,SPEED,SPEED,XS - XL (5),19.10.2011,DIAM-SPE-TR,2020-06-24 20:42:04
478,26.09.2011,2011-09-26 00:00:00,RD,AGF-M02 / L-Series,AGF-M02 / L-Series,S - XL (5),26.09.2011,LITE-AGF2-RD,2020-06-24 20:42:04
479,RQC31  TR002 TR821,2011-09-08 00:00:00,RD,RC58S,460 - 580 (5),08.09.2011,GGC-QC31-RD,GGC-C58S-RD,2020-06-24 20:42:04
480,Vipera Team Issue,2011-09-08 00:00:00,Vipera Team Issue,RD,Vipera Team Issue,490 - 580 (5),08.09.2011,DEPO-VIPE-RD,2020-06-24 20:42:04
481,25.08.2011,2011-08-25 00:00:00,TR,Tee Tee Track,Tee Tee Track,"S, M, L (3)",25.08.2011,KOGA-TEE-TR,2020-06-24 20:42:04
482,CHRONO EVO 2,2011-08-19 00:00:00,TT,"S, M, L, XL (4)",19.08.2011,AVNT-CHR2-TT, , ,2020-06-24 20:42:04
483,28.07.2011,2011-07-28 00:00:00,RD,TF3 1.2,REFLEX,XS - XXL (6),28.07.2011,FOND-TF3-RD,2020-06-24 20:42:04
484,"Defy Adv SL, ISPMY2012",2011-07-27 00:00:00,"Defy Adv SL, ISPMY2012",RD,Defy Adv SL MY2012,XS - XL (9),27.07.2011,GIAN-DASL-RD,2020-06-24 20:42:04
485,26.07.2011,2011-07-26 00:00:00, , , , , ,SLS-MMR-CX,2020-06-24 20:42:04
486,20.07.2011,2011-07-20 00:00:00,RD,FOCUS Izalco,Rigida ProFOCUS,48 - 62 (10),20.07.2011,DCW-IZAL-RD,2020-06-24 20:42:04
487,Conquest TeamConquest Pro,2011-07-07 00:00:00,Conquest TeamConquest Pro,CX,Conquest 1.5 Taper,48 - 58 (5),07.07.2011,SEAT-CONQ-CX,2020-06-24 20:42:04
488,BELADOR,2011-07-07 00:00:00,RD,XS - XL (5),07.07.2011,BERR-BELA-RD, , ,2020-06-24 20:42:04
489,27.06.2011,2011-06-27 00:00:00,RD,Revelator,Revelator,520 - 590 (4),27.06.2011,KTM-REVE-RD,2020-06-24 20:42:04
490,TIME MACHINE,2011-06-21 00:00:00,TT, , , , , ,2020-06-24 20:42:04
491,Twin FoilTwin Blade,2011-06-21 00:00:00,Twin FoilTwin Blade,TT,Twin FoilTwin Blade,"S, M, L, XL (4)",21.06.2011,WIL-TWFO-TT,2020-06-24 20:42:04
492,17.06.2011,2011-06-17 00:00:00,RD,S5 / FM70,FK26 / FK26L,48 - 58 (6),17.06.2011,CERV-S5-RD,2020-06-24 20:42:04
493,LEO SL,2011-06-17 00:00:00,LEO SL,RD,Carbon Super Leggera,"S, M, L, XL (4)",17.06.2011,DEVI-LEO-RD,2020-06-24 20:42:04
494,Pista Evo 2,2011-06-17 00:00:00,Pista Evo 2,TR,Pista Evo 2 Fork,"S, M, L, XL (4)",17.06.2011,AVNT-PIST-TR,2020-06-24 20:42:04
495,15.06.2011,2011-06-15 00:00:00,RD,Madone 4 Series,Bontrager Race Lite E2,44 - 62 (9),15.06.2011,TREK-MAD4-RD,2020-06-24 20:42:04
496,03.06.2011,2011-06-03 00:00:00,TT,Madone 3 Series,Bontrager Race,"50, 54, 58 (3)",03.06.2011,TREK-MAD3-RD,2020-06-24 20:42:04
497,"TCR Adv SL, ISPMY2012",2011-06-01 00:00:00,"TCR Adv SL, ISPMY2012",RD,TCR Adv SL MY2012,XS - XL (8),01.06.2011,GIAN-TASI-RD,2020-06-24 20:42:04
498,"TCR Adv SL, regMY2012",2011-06-01 00:00:00,"TCR Adv SL, regMY2012",RD,TCR Adv SL MY2012,XS - XL (6),01.06.2011,GIAN-TASL-RD,2020-06-24 20:42:04
499,Jonathan Greene,2011-05-30 00:00:00,Jonathan Greene,RD,Team Greene,Custom-built,30.05.2011,JONA-GREE-RD,2020-06-24 20:42:04
500,Noah IBS,2011-05-26 00:00:00,Noah IBS,RD,IBS Fork,XS - XL (5),26.05.2011,RID-NOAH-RD,2020-06-24 20:42:04
501,MR.T,2011-05-25 00:00:00,TT,Mr.T,500 - 590 (4),25.05.2011,SIMP-MRT-TT,SIMP-MRT-TT,2020-06-24 20:42:04
502,23.05.2011,2011-05-23 00:00:00,RD,RD,RD,Custom-built,23.05.2011,ZANC-RD-RD,2020-06-24 20:42:04
503,SERUM,2011-05-20 00:00:00,SERUM,RD,Simplon Serum,48 - 62 (5),20.05.2011,SIMP-SERU-RD,2020-06-24 20:42:04
504,PAVO,2011-05-20 00:00:00,PAVO,RD,S9.1,50 - 65 (6),20.05.2011,SIMP-PAVO-RD,2020-06-24 20:42:04
505,19.05.2011,2011-05-19 00:00:00,RD,LOGOS,LOGOS,XS - XL (5),19.05.2011,DIAM-LGS-RD,2020-06-24 20:42:04
506,16.05.2011,2011-05-16 00:00:00,RD,FOCUS Cayo Evo 2012,FOCUS Cayo Evo,48 - 60 (5),16.05.2011,DCW-CAYO_RD,2020-06-24 20:42:04
507,13.05.2011,2011-05-13 00:00:00,CX,CX,CX,Custom-built,13.05.2011,ZANC-CX-CX,2020-06-24 20:42:04
508,Richard SachsSignature,2011-05-11 00:00:00,Richard SachsSignature,RD,Richard SachsSignature,Custom-built,11.05.2011,SACH-RSS-RD,2020-06-24 20:42:04
509,10.05.2011,2011-05-10 00:00:00,TT,Tee Tee,Tee Tee,"S, M, L (3)",10.05.2011,KOGA-TEE-TT,2020-06-24 20:42:04
510,Foil,2011-05-09 00:00:00,Foil,RD,Foil,XXS - XXL (7),09.05.2011,SCOT-FOIL-RD,2020-06-24 20:42:04
511,06.05.2011,2011-05-06 00:00:00,RD,R10 Superlite,FF4,XS - XXL (6),06.05.2011,TREK-MAD2-RD,2020-06-24 20:42:04
512,20.04.2011,2011-04-20 00:00:00,RD,TF2 1.0,FK - TF3,XXS - XXL (7),20.04.2011,FOND-TF2-RD,2020-06-24 20:42:04
513,18.04.2011,2011-04-18 00:00:00,RD,FPUNO / NEOR T6,ONDA UD / ONDA,440 - 620 (9),18.04.2011,PINA-FUNO-RD,2020-06-24 20:42:04
514,13.04.2011,2011-04-13 00:00:00, , , , , ,PINA-F747-RD,2020-06-24 20:42:04
515,31.03.2011,2011-03-31 00:00:00, , , , , ,ROKH / ROKH 30.12,2020-06-24 20:42:04
516,21.03.2011,2011-03-21 00:00:00,RD,FPQUATTRO / PARIS,ONDA FPK1,425 - 595 (14),21.03.2011,PINA-F757-RD,2020-06-24 20:42:04
517,E116,2011-03-15 00:00:00,TT,E-116,49 - 55 (4),15.03.2011,AR18-E116-TT,AR18-E116-TT,2020-06-24 20:42:04
518,E118,2011-03-15 00:00:00,TT,E-118,49 - 55 (4),15.03.2011,AR18-E118-TT,AR18-E118-TT,2020-06-24 20:42:04
519,Plasma 3,2011-03-11 00:00:00,Plasma 3,TT,Plasma 3,"S, M, L (3)",11.03.2011,SCOT-PLA3-TT,2020-06-24 20:42:04
520,DA,2011-03-03 00:00:00,TT,BAYONET 3 /BAYONET 4,51 - 58 (4),03.03.2011,FELT-DA-TT,/FELT-BAY4-TT,2020-06-24 20:42:04
521,VIF,2011-03-03 00:00:00,TR,Corima Fork,49 - 61 (Custom-built),03.03.2011,CORI-VIF-TR,CORI-VIF-TR,2020-06-24 20:42:04
522,05.10.2018, ,CROSSISTA+,CROSSISTA+, , , , ,2020-06-24 20:42:04
523,06.09.2018, ,CROSSISTA,CROSSISTA, , , , ,2020-06-24 20:42:04
524,08.04.2016, ,C5 Aero,PARD-C5A-RD,RD,PARD-C5A-RD,C5 Aero,480 - 580 (5),2020-06-24 20:42:04
525,20MY SCARLATTI, ,20MY SCARLATTI, , , , , ,2020-06-24 20:42:04
526,3T FUNDA PRO3T, , , , , , , ,2020-06-24 20:42:04
527,5, , , , , , , ,2020-06-24 20:42:04
528,AERO, ,KUOT-AERO-RD, , , , , ,2020-06-24 20:42:04
529,AEROAD CF SL DISC, , , , , , , ,2020-06-24 20:42:04
530,AEROSTORM 2013, , , , , , , ,2020-06-24 20:42:04
531,AU TERME DE LA PROCÉDURE DHOMOLOGATION LES NOMS DES, , ,"manufacturer’s name, the sizes checked, the date of the", , , , ,2020-06-24 20:42:04
532,BC53, ,VGL-BC53-RD, , , , , ,2020-06-24 20:42:04
533,BL45, ,VGL-BL45-RD, , , , , ,2020-06-24 20:42:04
534,BMCTIMARD, , , , , , , ,2020-06-24 20:42:04
535,BMCTMRRRD, , , , , , , ,2020-06-24 20:42:04
536,BRAKE MY21, ,BRAKE MY21, , , , , ,2020-06-24 20:42:04
537,CALIPER, ,KUOT-CALI-RD, , , , , ,2020-06-24 20:42:04
538,CANTI, ,canti, , , , ,canti,2020-06-24 20:42:04
539,CONCERNÉS PAR LA PROCÉDURE DHOMOLOGATION DURANT LA, , ,"approved during the transition stage. However, the non-", , , , ,2020-06-24 20:42:04
540,CORTINA CX, ,Marin CX Disc, , , , ,Cortina CX,2020-06-24 20:42:04
541,CORTINA CX PRO, ,Marin CX-SL Disc, , , , ,Cortina CX Pro,2020-06-24 20:42:04
542,CROSSMACHINE CX01, ,Crossmachine CX01, , , , ,Crossmachine CX01,2020-06-24 20:42:04
543,CT2020 V2, , , , , , , ,2020-06-24 20:42:04
544,DE MODÈLES EXISTANTS À PARTIR DU 1ER JANVIER 2011., , , , , , , ,2020-06-24 20:42:04
545,DE PRODUCTION À LA DATE DU 1ER JANVIER 2011 NE SONT DONC PAS, , ,manufactured on 1 January 2011 are not required to be, , , , ,2020-06-24 20:42:04
546,DIRECT MOUNT, , , , , , , ,2020-06-24 20:42:04
547,DISC, , , , , , , ,2020-06-24 20:42:04
548,DISC BRAKE MY 21, ,DISC BRAKE MY 21, , , , , ,2020-06-24 20:42:04
549,DISC R052, ,One One Four SLXDisc F043,CANY-F043-RD, , , ,Disc R052,2020-06-24 20:42:04
550,DISC R055, ,One One Four SLXDisc F043,CANY-F043-RD, , , ,Disc R055,2020-06-24 20:42:04
551,DISC R057, ,One One Eight SL Disc F044,CANY-F044-RD, , , ,Disc R057,2020-06-24 20:42:04
552,DISCIPLINE CONCERNÉE ET LE CODE DIDENTIFICATION DU MODÈLE, , , , , , , ,2020-06-24 20:42:04
553,DOGMA F10, ,Dogma F10, , , , ,Dogma F10,2020-06-24 20:42:04
554,DOGMA F10 XLIGHT, ,Dogma F10 X-LIGHT, , , , ,Dogma F10 X-LIGHT,2020-06-24 20:42:04
555,DOGMA F12 DISK X, ,DOGMA F12 DISK X-, , , , , ,2020-06-24 20:42:04
556,DOLAN ALPINA WING, , , , , , , ,2020-06-24 20:42:04
557,DÉVELOPPEMENT À LA DATE DU 1ER JANVIER 2011, , , ,production stage (the date of the order form of, , , ,2020-06-24 20:42:04
558,ELEMENT, ,ELEMENT, , , , ,ELEMENT,2020-06-24 20:42:04
559,ELEMENT DISC, ,Element Disc /, , , , ,Element Disc /,2020-06-24 20:42:04
560,ELEMENT SL, ,ELEMENT SL, , , , ,ELEMENT SL,2020-06-24 20:42:04
561,ELEMENT SL DISC, ,Element SL Disc, , , , ,Element SL Disc,2020-06-24 20:42:04
562,ELLIOT, ,ELLIOT, , , , ,ELLIOT,2020-06-24 20:42:04
563,ENDURACE WMN AL, ,One One Eight SL Disc F042,CANY-F042-RD, , , ,Endurace WMN AL,2020-06-24 20:42:04
564,ENDURACE WMN CFSL, ,One One Four SLXDisc F38,CANY-F38-RD, , , ,Endurace WMN CFSL,2020-06-24 20:42:04
565,FABRICANT LES TAILLES CONTRÔLÉES LA DATE DHOMOLOGATION LA, , ,are added to the List of Approved Models of Frames and, , , , ,2020-06-24 20:42:04
566,FK24 SIZE 54 56 58, , , , , , , ,2020-06-24 20:42:04
567,FK26 SIZE 51, , , , , , , ,2020-06-24 20:42:04
568,FK33, ,CERV-FK33-RD, , , , , ,2020-06-24 20:42:04
569,FK35, ,CERV-FK35-RD, , , , , ,2020-06-24 20:42:04
570,FK37, ,CERV-FK37-TT, , , , , ,2020-06-24 20:42:04
571,FK41, ,CERV-FK41-TT, , , , , ,2020-06-24 20:42:04
572,FK42, ,CERV-FK42-RD, , , , , ,2020-06-24 20:42:04
573,FK46, ,CERV-FK46-RD, , , , , ,2020-06-24 20:42:04
574,FK50, ,CERV-FK50-RD, , , , , ,2020-06-24 20:42:04
575,FK52, ,CERV-FK52-RD, , , , , ,2020-06-24 20:42:04
576,FK57, ,CERV-FK57-TR, , , , , ,2020-06-24 20:42:04
577,FLATMOUNT, ,Flatmount, , , , , ,2020-06-24 20:42:04
578,FLITE MSD700 DY17, ,Flite CA Fork DY17, , , , ,Flite MSD700 DY17,2020-06-24 20:42:04
579,FLITE MSD800 DY17, ,Flite FC Fork DY17, , , , ,Flite MSD800 DY17,2020-06-24 20:42:04
580,FOCUS CAYO DISC, ,FOCUS CAYO Disc, , , , , ,2020-06-24 20:42:04
581,FOCUS IZALCO CHRONO, ,FOCUS Izalco Chrono, , , , ,FOCUS Izalco Chrono,2020-06-24 20:42:04
582,FOCUS IZALCO MAX, ,FOCUS IZALCO MAX, , , , , ,2020-06-24 20:42:04
583,FOCUS IZALCO RACE, ,FOCUS Izalco Race, , , , , ,2020-06-24 20:42:04
584,FOCUS MARES CX DISC, ,FOCUS Mares CX Disc, , , , , ,2020-06-24 20:42:04
585,FOI, , , ,models after 1 January 2011., , , ,2020-06-24 20:42:04
586,FORK, ,BMC-TMHF-TT, , , , , ,2020-06-24 20:42:04
587,FOUR SLX F19, ,CANY-F19-RD, , , , , ,2020-06-24 20:42:04
588,FULTRA18, , , , , , , ,2020-06-24 20:42:04
589,GAN  GAN S, ,GAN / GAN S /, , , , ,GAN / GAN S /,2020-06-24 20:42:04
590,GAN RS, ,GAN RS, , , , ,GAN RS,2020-06-24 20:42:04
591,HINGE FORK, , , , , , , ,2020-06-24 20:42:04
592,HOLDSWORTH ROI DE, ,HOLDSWORTH Roi de, , , , ,HOLDSWORTH Roi de,2020-06-24 20:42:04
593,HOLDSWORTH SUPER, ,HOLDSWORTH Super, , , , ,HOLDSWORTH Super,2020-06-24 20:42:04
594,HOMOL. DATE, , , , , , , ,2020-06-24 20:42:04
595,HOMOLOGUÉS DOIVENT DANS TOUS LES CAS ÊTRE CONFORMES AU, , ,technical regulations (Articles 1.3.001 to 1.3.025) and are, , , , ,2020-06-24 20:42:04
596,INFLITE CF SLX DISC, ,One One Four SLX Disc F045,CANY-F045-RD, , , ,Inflite CF SLX Disc,2020-06-24 20:42:04
597,INTEGRATED FORK, , , , , , , ,2020-06-24 20:42:04
598,ISC., , , , , , , ,2020-06-24 20:42:04
599,IZALCO, , , , , , , ,2020-06-24 20:42:04
600,KALIBUR AERO, , , , , , , ,2020-06-24 20:42:04
601,KALIBUR CALIPER, , , , , , , ,2020-06-24 20:42:04
602,KÜDÜ, ,Küdü, , , , ,Küdü,2020-06-24 20:42:04
603,KÜDÜ DISC, ,Küdü Disc, , , , ,Küdü Disc,2020-06-24 20:42:04
604,LA DATE DU BON DE COMMANDE DES MOULES FAISANT, , , , , , , ,2020-06-24 20:42:04
605,LAILAPS, ,LAILAPS,MTOO-LAIL-RD,MTOO-LAIL-RD, , ,LAILAPS,2020-06-24 20:42:04
606,LAPIAE2DTT, , , , , , , ,2020-06-24 20:42:04
607,LAPIAER2TT, , , , , , , ,2020-06-24 20:42:04
608,LCR, ,LCF,LAIL-LCR-RD,LAIL-LCF-RD, , ,LCR,2020-06-24 20:42:04
609,LES MODÈLES DANS LE COMMERCE DÉJÀ FABRIQUÉS OU AU STADE, , ,"Models on the market, at the production stage or already", , , , ,2020-06-24 20:42:04
610,LIGHT, ,LIGHT, , , , , ,2020-06-24 20:42:04
611,LIV BRAVA ADV PRO, ,LIV BRAVA ADV PRO, , , , , ,2020-06-24 20:42:04
612,LPF01, ,LAPI-LPF1-RD, , , , , ,2020-06-24 20:42:04
613,LPF02, ,LAPI-LPF2-RD, , , , , ,2020-06-24 20:42:04
614,MAX, ,MAX, , , , ,MAX,2020-06-24 20:42:04
615,MIRACLE DUSC, ,Miracle Dusc, , , , ,/ Miracle Dusc,2020-06-24 20:42:04
616,ML L XL 6, , , , , , , ,2020-06-24 20:42:04
617,MMR ADRENALINE SLD, ,MMR Adrenaline SLD /, , , , ,MMR Adrenaline SLD,2020-06-24 20:42:04
618,MODÈLES DE CADRES ET DE FOURCHES HOMOLOGUÉS LE NOM DU, , ,"approval, the category involved and the identification code", , , , ,2020-06-24 20:42:04
619,MY18, ,MY18, , , , ,MY18,2020-06-24 20:42:04
620,MÊME AVEC LES LABELS UCI CE MODÈLE NEST PAS AUTORISÉ EN COMPÉTITION, , , , , , , ,2020-06-24 20:42:04
621,NAYANT PAS ENCORE ATTEINT LE STADE DE PRODUCTION, , , ,"the moulds is evidence),", , , ,2020-06-24 20:42:04
622,OMOL. DATE, , , , , , , ,2020-06-24 20:42:04
623,ONE ONE FOUR SLX DISC F045, ,CANY-F045-CX, , , , , ,2020-06-24 20:42:04
624,ONE ONE FOUR SLX DISC F055, ,CANY-F055-CX, , , , , ,2020-06-24 20:42:04
625,ONE ONE FOUR SLX F17 ONE ONE, ,CANY-F17-RD, , , , , ,2020-06-24 20:42:04
626,PISTA, , , , , , , ,2020-06-24 20:42:04
627,PRINCE DISK, ,PRINCE DISK /, , , , , ,2020-06-24 20:42:04
628,PRINCE DISK FX, ,PRINCE DISK FX, , , , , ,2020-06-24 20:42:04
629,PRINCE FX, ,PRINCE FX, , , , , ,2020-06-24 20:42:04
630,PROFESSIONAL, ,Professional, , , , ,Professional,2020-06-24 20:42:04
631,PRP, , , , , , , ,2020-06-24 20:42:04
632,PRP V2, , , , , , , ,2020-06-24 20:42:04
633,PÉRIODE DE TRANSITION. CEPENDANT LES MODÈLES NON, , ,approved models have to comply in any case with the UCI, , , , ,2020-06-24 20:42:04
634,R059, ,One One Four SLX Disc F055,CANY-F055-RD, , , ,R059,2020-06-24 20:42:04
635,R065, , , , , , , ,2020-06-24 20:42:04
636,R081, , , , , , , ,2020-06-24 20:42:04
637,R2, ,R2 Fork, , , , ,R2,2020-06-24 20:42:04
638,R3  R2, ,FK45,CERV-FK45-RD, , , ,R3 / R2,2020-06-24 20:42:04
639,R3 RIM BRAKE VERSION, ,FK56 /, , , , ,R3 rim brake version /,2020-06-24 20:42:04
640,RCA  R7  R5, ,FK35,CERV-FK35-RD, , , ,RCA / R7 / R5 /,2020-06-24 20:42:04
641,REGULAR FORK, , , , , , , ,2020-06-24 20:42:04
642,RESTENT SOUMIS AU CONTRÔLE DES COMMISSAIRES DURANT LES, , , , , , , ,2020-06-24 20:42:04
643,REVELATOR SOLUS, ,REVELATOR SOLUS, , , , ,REVELATOR SOLUS,2020-06-24 20:42:04
644,RIM, ,Rim, , , , , ,2020-06-24 20:42:04
645,RL9, ,RL9, , , , , ,2020-06-24 20:42:04
646,RS8 MY 2017, ,RS8 MY 2017, , , , ,RS8 MY 2017,2020-06-24 20:42:04
647,RS9, ,RS9, , , , ,RS9,2020-06-24 20:42:04
648,RÈGLEMENT TECHNIQUE DE LUCI ARTICLES 1.3.001 À 1.3.025 ET, , ,subjects to the commissaires decision during events., , , , ,2020-06-24 20:42:04
649,S SM M, , , , , , , ,2020-06-24 20:42:04
650,SIGNATUREAE, ,SIGNATURE-AE, , , , ,SIGNATURE-AE,2020-06-24 20:42:04
651,STINGER, ,STINGER, , , , ,STINGER,2020-06-24 20:42:04
652,STINGER R, ,STINGER R, , , , ,STINGER R,2020-06-24 20:42:04
653,SUPER ELECTRA LTD, ,Super Electra LTD, , , , ,Super Electra LTD,2020-06-24 20:42:04
654,SUPER VELOCE, ,Super Veloce, , , , ,Super Veloce,2020-06-24 20:42:04
655,SUPER VELOCE RRC, ,Super Veloce RRC, , , , ,Super Veloce RRC,2020-06-24 20:42:04
656,SUPER VELOCE SL, ,Super Veloce SL, , , , ,Super Veloce SL,2020-06-24 20:42:04
657,SYNAPSE CARBON, ,SYNAPSE Carbon, , , , ,SYNAPSE Carbon,2020-06-24 20:42:04
658,SYNAPSE HIMOD, ,SYNAPSE HiMod, , , , ,SYNAPSE HiMod,2020-06-24 20:42:04
659,TCR ADV PRO MY21, ,TCR Adv Pro MY21, , , , , ,2020-06-24 20:42:04
660,TCR ADV SL MY21, , , , , , , ,2020-06-24 20:42:04
661,TCX ADV PRO DISC, ,TCX ADV PRO DISC, , , , , ,2020-06-24 20:42:04
662,TD054, ,CERV-TD54-TR, , , , , ,2020-06-24 20:42:04
663,TIME MACHINE HINGE, , , , , , , ,2020-06-24 20:42:04
664,TIME MACHINE ROAD, , , , , , , ,2020-06-24 20:42:04
665,TOUTES LES MODIFICATIONS APPORTÉES À LA GÉOMÉTRIE, , , , , , , ,2020-06-24 20:42:04
666,ULTIMATE WMN CFSLX, ,One One Four SLXDisc F38,CANY-F38-RD, , , ,Ultimate WMN CFSLX,2020-06-24 20:42:04
667,ULTRA  ULTRA CF, , , , , , , ,2020-06-24 20:42:04
668,VELO, ,Velo, , , , ,Velo,2020-06-24 20:42:04
669,XS50  XL58, , , , , , , ,2020-06-24 20:42:04
670,XSMALL1 8, , , , , , , ,2020-06-24 20:42:04
671,XXLARGE1, , , , , , , ,2020-06-24 20:42:04
672,ÉPREUVES., , ,"approved models of frames and forks, together with the", , , , ,2020-06-24 20:42:04
